,본문,날짜,리트윗,하트
231,"@PRAY4LITA2
 님에게 보내는 답글",2월 21일,,
232,나 이거 무신사 부티크에서 샀는데 설마,2월 21일,,
233,"【  】
#무신사 #MUSINSA 
[NIKE] 나이키 덩크 로우 카시나 로드 사인 ─ 2022-02-24 11:00:00 응모 | 1,170,000원 → 1,000원 (99%) 
 https://musinsa.com/event/raffles/348… 
 
#Sneakers #스니커즈 
#Raffle #래플 #DRAW #드로우",2월 21일,,
234,,,,
235,무신사 런쥔이가 각잡고 추는 헬퓨,2월 21일,4,18
236,"무신사 스탠다드 
우먼즈 오버사이즈 블레이저 
/ 우먼즈 오버사이즈 3버튼 블레이저",2월 21일,,1
237,"@jaey00ne_S2
 님에게 보내는 답글",2월 21일,,
238,그 무신사 vs 크림 어캐됨?,2월 21일,,
239,"그정도라니 영광입니다^^
저 보통 오프라인 자라
온라인 무신사 ssf샵 블랙업
에서 구매햐요",2월 21일,1,3
240,무신사 캐삭빵이나 해라 ㅋㅋ,2월 21일,,
241,"@0qcm__
 님에게 보내는 답글",2월 21일,,
242,"모야
무신사 가품도 파는거였어? 배신감",2월 21일,,1
243,"박졍우…..손민수 하고 시픔
근데 옷이 다 아이앱 아니면 예스아이씨..머
이런…무신사st",2월 21일,,
244,무신사 vs 크림 멸망전 결말 https://instiz.net/pt/7100520,2월 21일,,
245,무신사 vs 크림 멸망전 결말 https://instiz.net/pt/7100520,2월 21일,16,16
246,"무신사vs크림 멸망전 결말
https://dogdrip.net/dogdrip/384842639?sort_index=popular&page=1…

근데 난 이거 보면 볼수록 웃기는데
무신사는 짝퉁을 팔았고
무려 '네이버 산하'라는 크림은 기업형으로 되팔이를 하신다고? ㅋㅋㅋㅋㅋㅋ",2월 21일,2,
247,"근데.옷 입는 게 뭔가 예사롭지 않음
3년 전에나 봤던 것 같은… 익숙한 느낌
무신.ㅅㅏ 흰색 맨투맨에 검정 슬랙스
그러니까 모나미룩인데 묘하게 익숙함
씨빠 와중에 키도 커서 한참 올려다 봐야 됨
묘하게 염색끼가 있는 걸 보아 쟤 분명 급식임",2월 21일,,4
248,"@sugaringcherry
 님에게 보내는 답글",2월 21일,,
249,"무신사서 산 명품을 크림서 팔았더니 “짝퉁”…싸움 붙어 
https://chosun.com/economy/market_trend/2022/02/17/PIDGUOKIO5GITN2SEEYGIKC5LE/… 

#무신사 #MUSINSA 
#크림 #KREAM #리셀 
#소비자보호 
@kftcnews",2월 21일,,
250,무신사 VS 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022380529038&pn=527&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022380529038&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
251,무신사 vs 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022452407004&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022452407004&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
252,"@wkwldlswmd
 님에게 보내는 답글",2월 20일,,
253,"에나이픈의 몇명,
무신사짝퉁소식에 
충격에서헤어나오지못할것같음",2월 21일,253,65
254,소리도없이에서 세미정장입은 유아인 그냥 무신사 광고같다,2월 21일,,4
255,"또다른 느낀점
돈을 존나게 아끼자
쇼핑중독인데요 이제 하나도 안할거예요 무신사 콱 지워버릴라
자잘한 소비 그만 
산다고 내인생이 달라지지않고 
아무도 내 행색에 관심이 ㅎ
없어요 
멋진말 : 부자처럼 보이려고 가난해진다 네요 ? 
거지중 찐거지이기때문에 이런 심리가 강했는데요 그냥 거지티",2월 21일,,1
256,혹시 사실분 계시면 무신사 파라체이스로 가세요 님들...,2월 20일,2,7
257,무신사 VS 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022380529038&pn=527&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022380529038&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
258,무신사 vs 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022452407004&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022452407004&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
259,"@wkwldlswmd
 님에게 보내는 답글",2월 20일,,
260,"아존나웃겨ㅋㅋㅋㅋㅋㅋ
한남쇼핑몰무신사우우.",2월 20일,,
261,최근에 네이버스토어 가품일거 같아서 무신사 샀는디... ㅋㅁㅋ 아오~!!!,2월 20일,,
262,하... 무신사후기삭제안됨? 제발. 스타일후기적립금받으려고찍었던사진 지금보니까 ㄹㅈㄷ꼴값인데 이거어떻개안되냐고 ㅋㅋ 아,2월 20일,,
263,"@syotacon_Ww
 님에게 보내는 답글",2월 20일,,1
264,무신사 할인해봤자 2천원 천원 깎아줘서 기대안함,2월 20일,,3
265,"@omggogov
 님에게 보내는 답글",2월 20일,,
266,"@: 무신사 크림 짝퉁논란 얘기
나: 아 근데... 무신사도 꼴보기 싫고 네이버도 꼴보기 싫으면
@@: 둘이 키스해야지
@: 우웨엑",2월 20일,,1
267,무신사 vs 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022315318804&pn=479&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022315318804&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
268,무신사,2월 20일,1,1
269,혹시 사실분 계시면 무신사 파라체이스로 가세요 님들...,2월 20일,2,7
270,무신사 VS 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022380529038&pn=527&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022380529038&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
271,무신사 vs 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022452407004&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022452407004&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
272,"@: 무신사 크림 짝퉁논란 얘기
나: 아 근데... 무신사도 꼴보기 싫고 네이버도 꼴보기 싫으면
@@: 둘이 키스해야지
@: 우웨엑",2월 20일,,1
273,무신사 vs 크림 멸망전 결말  http://newspic.kr/view.html?nid=2022022022315318804&pn=479&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022022315318804&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
274,무신사,2월 20일,1,1
275,무신사죽어,2월 20일,,4
276,"님들 무신사 살 때 주의하세요
가품 진짜 많아요
꼭 상세정보에 판매자 주소나 이름이 회사 이름이랑 본사 주소(이건 걍 보면 개인인지 찐회사인지 바로 알 수 있음) 확인하고 사셔야 해요",2월 20일,1,2
277,"@lotus_home_0123
 님에게 보내는 답글",2월 20일,,1
278,무신사 예전에도 가품팔아서 환불해줬었는데… 이번에는 과연,2월 20일,,
279,"무신사 .. 안 삼 
무신사의 인기순은 나의 취향과 절대 양립할 수 없어",2월 20일,,3
280,무신사 개갓이멸망 ㅋㅋ,2월 20일,,
281,무신사 짝퉁판 걸로 결론나면 제품 다 환불해주고 소송하는 거 말고는 이미지 회복할 방법 없을 거 같다 그래도 완전히 회복은 못하겠지만,2월 20일,1,
282,무신사 병행수입 팔아서 짭 존내걸렷자나 ㄱ-...,2월 20일,,
283,"맨날 무신사 지그재그 에이블리 존나 반복함 
대학생인생 빡세다… 존나 꾸미고 다니고 싶은데 돈이 없자나!!?? 우효wwwww",2월 20일,,1
284,무신사 애호박이 광고해서 안 썼는데,2월 20일,,1
285,그럼 내가  무신사 에서 산 샤넬 드로우 팬티도 가짜였단 거구나...,2월 20일,6,12
286,솔직히 무신사 브랜드 후드티 가격 창렬임~~ 무슨 기본 7에서 10넘어가 개에바임~~~,2월 20일,,
287,크림이랑 무신사 캐삭빵 결과 무신사가 패배한것 같은데 미중년무신사스탠다드잭필드지진희 가오 안 떨어지게 브랜드력 간수 잘해라 이자식들아,2월 20일,1,5
288,무신사 또야,2월 20일,,1
289,무신사죽어,2월 20일,,4
290,"님들 무신사 살 때 주의하세요
가품 진짜 많아요
꼭 상세정보에 판매자 주소나 이름이 회사 이름이랑 본사 주소(이건 걍 보면 개인인지 찐회사인지 바로 알 수 있음) 확인하고 사셔야 해요",2월 20일,1,2
291,"@lotus_home_0123
 님에게 보내는 답글",2월 20일,,1
292,무신사 예전에도 가품팔아서 환불해줬었는데… 이번에는 과연,,,
293,너무 늦게봤죠 ㅠㅠㅈㅅㅈㅅ 근데진짜페잉은언제볼지기약이없슺니다.. 이 가방 말씀하시는거 맞죠?? 무신사 JEASHER 이라는곳에서 삿는데 브랜드 망한것같아요.. .... 사라짐...,2월 20일,,1
294,뉴발란스327 새로운 스테디셀러! 뉴발란스327 스니커즈 구경하기 (출처 : 무신사 | 네이버 포스트),2월 20일,,
295,무신사 졌으면,2월 20일,,
296,"@always_1ov3
 님에게 보내는 답글",2월 20일,,
297,"@yMcrJJ5prjwo8dk
 님에게 보내는 답글",2월 20일,,
298,26일에 너목보 나오는거면...24일에 무신사 광고 뜰 확률이 높아지겠는데?,2월 20일,,5
299,무신사 불알 떼어라,2월 20일,,1
300,무신사vs크림,2월 20일,,5
301,"@ilovesnowball33
 님에게 보내는 답글",2월 20일,,
302,무신사 구뵤가 그립다면 . .,2월 20일,2,17
303,"2022 커넥티드북페어 북/굿즈 리스트(4/6)

2022 2/26-27
11:00-20:00

무신사 테라스 홍대 

북 페어 한정가격에
현장에서만 진행되는 이벤트까지 있으니 
많은 관심과 사랑과 우리의 우정과 의리를 네",2월 20일,2,1
304,와 무신사 제정신인가 ㅋㅋㅋㅋㅋㅋ,2월 20일,,
305,"@tearmaestro
 님에게 보내는 답글",2월 20일,,
306,"@kimjunging
 님에게 보내는 답글",2월 20일,,1
307,와우 무신사 이전 칼하트 가품 판매 때 정가품 여부랑 관계없이 다 환불해주고 대처 철저히 해서 이미지 떡상한 게 크잖아 ㅋㅋㅋㅋㅋ 흥미돋이네,2월 20일,,
308,"바지 사면 가방도 사야항거같고
근데 곧잇으면 날풀릴거같은데
그럼또봄옷사야하고
기본맨투맨도하나사고싶은데아이참
무신사 너 짝퉁싸움에서 졋으니까 빨리세일해",2월 20일,,5
309,무신사겟지?,2월 20일,,1
310,"무신사 그냥 인쇼보다 무난하게 기본템사기 좋은곳이지 브랜드나 명품은 딱히,,, 가품이라고 밝혀진김에 세일이나 해줘,,, 쿠폰왕창뿌리고,,,",2월 20일,,
311,"선우 공항패션 부담 가질까봐 늘 언급은 안 했지만 선우의 사복이 넘 쭈아. . . ♡ 
걸어다니는무신사스트릿패션.ᐟ.ᐟ",2월 20일,,
312,무신사 구뵤가 그립다면 . .,2월 20일,2,17
313,"2022 커넥티드북페어 북/굿즈 리스트(4/6)

2022 2/26-27
11:00-20:00

무신사 테라스 홍대 

북 페어 한정가격에
현장에서만 진행되는 이벤트까지 있으니 
많은 관심과 사랑과 우리의 우정과 의리를 네",2월 20일,2,1
314,와 무신사 제정신인가 ㅋㅋㅋㅋㅋㅋ,2월 20일,,
315,"@tearmaestro
 님에게 보내는 답글",2월 20일,,
316,"@kimjunging
 님에게 보내는 답글",2월 20일,,1
317,와우 무신사 이전 칼하트 가품 판매 때 정가품 여부랑 관계없이 다 환불해주고 대처 철저히 해서 이미지 떡상한 게 크잖아 ㅋㅋㅋㅋㅋ 흥미돋이네,2월 20일,,
318,"바지 사면 가방도 사야항거같고
근데 곧잇으면 날풀릴거같은데
그럼또봄옷사야하고
기본맨투맨도하나사고싶은데아이참
무신사 너 짝퉁싸움에서 졋으니까 빨리세일해",2월 20일,,5
319,무신사 세일가쟝,2월 20일,,
320,와.. 무신사 부띠끄 에서 뭐 사면 안 될듯?..,2월 20일,,
321,"배세 공항패션 베레모 동글이안경 셔츠에 니트조끼 이런 거 ^♡^ 자기 취향일 것 같진 않은데 어울리는 건 알아서 팬들 위해서 입어 줄 거 같애 문대도 원래 취향은 머리부터발끝까지올블랙이지만 니즈 맞춰서 종종 연핑크색 뽀글이맨투맨 같은 거 ㅋㅋㅋ 그리고 큰세진 별명 ""인간 무신사""",2월 20일,,1
322,오늘 쌉남초 스트리머가 무신사 광고영상 올렷던데 자적자 사이언스;;; 너네 생각엔 모델이 유아인이면 안티페미기업이구나!,2월 20일,1,2
323,오... 옷 입는 거 좋아하셔서 20대 때 옷장사 하셨다고 함. 무신사 모델 지원도 하셨다고ㅋㅋㅋ,2월 20일,,
324,무신사.. 부티크까지 운영하는데 이럼 어케...,2월 20일,,
325,"무신사가 짭일거가튼디
무신사명품은 병행수입이잖음
병행수입은 해외에서 수입할때 짭사서 찐이라고 통관보내면 지들은 정품으로 받은걸로 아는거고.. 짭인지는 보증서도 자기네가 쓰는거고 박스 택 없이 들어오는 경우도 많아서 모르는거라 그래서 걍 디자인볼때 쓰고 찐은 가서사라더라..",2월 20일,21,13
326,"@Na_lilliliIlIII
 님에게 보내는 답글",2월 20일,,
327,무신사키즈 우째,2월 20일,,
328,"@geumse6
 님에게 보내는 답글",2월 20일,1,
329,무신사 구뵤가 그립다면 . .,2월 20일,2,17
330,"2022 커넥티드북페어 북/굿즈 리스트(4/6)

2022 2/26-27
11:00-20:00

무신사 테라스 홍대 

북 페어 한정가격에
현장에서만 진행되는 이벤트까지 있으니 
많은 관심과 사랑과 우리의 우정과 의리를 네",2월 20일,2,1
331,와 무신사 제정신인가 ㅋㅋㅋㅋㅋㅋ,2월 20일,,
332,"@geumse6
 님에게 보내는 답글",2월 20일,1,
333,무신사 양심 있으면 세일 해라ㅡㅡ 쿠폰 쏘든지,2월 20일,,
334,오 무신사 파격 90%세일 기대함요,2월 20일,,
335,무신사 vs 크림 개꿀잼 매치업 성사  http://newspic.kr/view.html?nid=2022022015151813699&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022015151813699&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
336,"진짜 무신사 왜그러는거임? 출고 10일까지도 밀린대서 주문 취소하려보니까 출고 준비 중이래 그래서 취소 안 된대. 전화하려니까 고객센터 다 중단이래 문의글 남겨놓고 보니까 이것도 중단이래 월욜부터 된대 미치셨어요? 전화는 잠정 중단이래 1:1문의 답변도 존나 느리면서,,",2월 20일,,
337,무신사 나락가겠뇨,2월 20일,,
338,2/22 무신사 이쿤 댓글 이벤트 당첨 확인하기 (.. 당첨 안될거 같지만 확인은 해보기 ),2월 20일,,1
339,"무신사 침착맨 섹시백 
골반 돌리는 거 진짜 킹받네",2월 20일,528,345
340,"@123_4_6_8
 님에게 보내는 답글",2월 20일,,
341,"이스트쿤스트(IST KUNST) UUU 로고 럭색 블랙(IK2CSMAB44A) - 77,350 | 무신사 스토어

แปะ",2월 20일,,1
342,"무신사 VS 크림 이거 뭐임? ㅋㅋㅋ

크림이라는게 리셀러 플랫폼이라는데

무신사에서 비싼거 팜 -> 되팔이가 크림에다 팜 -> 이거 가품인데? -> 크림이 문제냐 무신사가 문제냐 

아야 오함마좀 가져와라",2월 20일,,
343,팝콘각 떠버린 무신사 논란.jpg  http://newspic.kr/view.html?nid=2022022014081022697&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022014081022697&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
344,무신사 vs 크림 개꿀잼 매치업 성사  http://newspic.kr/view.html?nid=2022022013525973179&pn=527&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022013525973179&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
345,무신사 vs 크림 어디가 이길려나 진짜 한쪽은 치명상이네 ㅋㅋㅋ,2월 20일,,
346,#무신사 vs 크림 개꿀잼 매치업 성사,2월 20일,,
347,무신사 vs 크림 가품 논란 있엇네 ㅋㅋㅋㅋㅋ,2월 20일,,
348,"@123_4_6_8
 님에게 보내는 답글",2월 20일,,
349,"이스트쿤스트(IST KUNST) UUU 로고 럭색 블랙(IK2CSMAB44A) - 77,350 | 무신사 스토어

แปะ",2월 20일,,1
350,"무신사 VS 크림 이거 뭐임? ㅋㅋㅋ

크림이라는게 리셀러 플랫폼이라는데

무신사에서 비싼거 팜 -> 되팔이가 크림에다 팜 -> 이거 가품인데? -> 크림이 문제냐 무신사가 문제냐 

아야 오함마좀 가져와라",2월 20일,,
351,팝콘각 떠버린 무신사 논란.jpg  http://newspic.kr/view.html?nid=2022022014081022697&pn=478&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022014081022697&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,2월 20일,,
352,무신사 vs 크림 개꿀잼 매치업 성사  http://newspic.kr/view.html?nid=2022022013525973179&pn=527&cp=q8PEM69J&utm_medium=affiliate&utm_campaign=2022022013525973179&utm_source=null&utm_content=np211118q8PEM69J_5…이&rssOption=NONE,,,
353,ㅇㅇ 크림 재수없음 무신사 파이팅 ^..^,2월 20일,,
354,"@followme_dr
 님에게 보내는 답글",2월 20일,,
355,"그래 오늘은 기필코 블로그를 쓴다
할 일 개빨리 한 다음
최근에 산 물건들 사진 개빨리 찍고
무신사 후기 쓰고 블로그도 쓴다
파이팅",2월 20일,,1
356,무신사 봄 맨투맨 같은거 추천좀,2월 20일,,
